subject,run,n_tr,fsnr_PDA_db,signal_PDA,noise_PDA,delta_PDA,meanfb_PDA,fsnr_CEN_db,signal_CEN,noise_CEN,delta_CEN,meanfb_CEN,fsnr_DMN_db,signal_DMN,noise_DMN,delta_DMN,meanfb_DMN,fsnr_CENDMN_db,glm_PDA_db,beta_PDA,r2_PDA,glm_CEN_db,beta_CEN,r2_CEN,glm_DMN_db,beta_DMN,r2_DMN,glm_CENDMN_db
dmnelf009,4,125,-9.644981451851667,0.010649924093413443,0.09813968452094177,0.2541105494569791,0.059710826940442385,-31.928235270147148,6.639356489193504e-05,0.1035021842544456,-0.020063765028883754,0.0019647775046331317,-9.43361958663891,0.012398086469512485,0.1088219790171509,-0.2741743165529088,-0.05774605068329133,-32.14590631651723,-8.656462377710087,0.2702409864533082,0.11991618330551203,-50.667973915907254,0.0022028103058902545,8.574304145320367e-06,-9.165241292830519,-0.26803817854943496,0.10809252778108339,-50.86963246005763
dmnelf010,1,125,-15.520883087547483,0.0037566923294784184,0.1339349552314247,0.15092189620984228,-0.004762047195905133,-19.501276158635747,0.00211280691514959,0.18835945513602628,-0.11318251599802784,-0.05089930375351718,-13.979150395519625,0.011504094299881865,0.2875858226994246,-0.2641044115044765,-0.04613725739090066,-21.339076629150483,-28.585359372355903,0.0360215453265703,0.0013831298727755453,-14.19089730792243,-0.20383481400135822,0.036700469314004044,-14.44332302511826,-0.23985635805558606,0.03470004079161895,-15.856780499622626
dmnelf010,2,125,-25.78523794280349,0.00024742239492449595,0.09374817037287797,-0.03873191251566535,-0.023874516628290477,-14.638945599332773,0.006435692559010475,0.1872793309002658,-0.19753637676960542,-0.04892735572433785,-18.02230384659454,0.00415936009222289,0.2637891358926233,-0.15880446146193303,-0.025052840066583534,-16.12661616101514,-18.706497426417588,-0.08498331862766281,0.013290447072029622,-12.548527473273756,-0.23696497645251158,0.05267979232252686,-17.997719635989352,-0.15198165608533312,0.015609728499197778,-14.139859850737501
dmnelf010,3,125,-7.911642806793204,0.010707291839749947,0.06619785552377519,0.254794036526429,0.029621911127316325,-9.72094302453786,0.009360124100965737,0.08777602493814218,0.23822659452396788,0.049293175981821195,-32.94163177082831,4.5270182044839725e-05,0.08912004928627074,-0.016567445840000323,0.019671264518738577,-9.786938111500742,-13.10109037477371,0.15128670909338038,0.046679879034186106,-10.095509350375785,0.21757718852099542,0.08910786106938008,-21.00188168523431,0.06629047424345447,0.007877296985393993,-10.678636992665574
dmnelf010,4,125,-31.154258196127476,5.697794071231117e-05,0.07432459794627068,0.01858672243984122,0.008342749899939488,-17.144022514349576,0.0014191183393811946,0.0735226012222105,-0.09275957396940182,-0.011953988994814847,-18.3053519663159,0.0020448086444609264,0.1384165017938811,-0.11134629619295562,-0.020296738864731437,-19.89169256590726,-26.500305192837615,0.03054265846289746,0.0022335638466695336,-22.238730762987565,-0.04958905153528079,0.005936643753989409,-20.736859857174082,-0.08013170997637693,0.008368819258589781,-24.905232030346976
dmnelf011,1,125,-27.262409604032793,9.572349926194493e-05,0.050963532910745346,0.024091216039500738,-0.0027694189430851686,-22.070119516017222,0.001627009099643138,0.2620607221753219,-0.09932176532517922,-0.040684889874568114,-18.8334290559103,0.002512018358166333,0.19202851107321894,-0.12341298124605887,-0.03791547051483863,-20.719757326556834,-60.741239467957186,-0.0004892390334567997,8.430933952091791e-07,-17.880397742347277,-0.15459504601523066,0.01603031092628387,-16.48524123370119,-0.15410580665900633,0.021969900859906025,-16.457709838334086
dmnelf011,2,125,-11.655110034328596,0.004544579284797436,0.06652803374920374,0.16599548719431223,0.021616643588793904,-16.87819631848934,0.00463000451411012,0.22563218354919745,0.16754834652241124,0.038716722431739695,-56.765901370290976,3.9770909208521254e-07,0.18886681501914743,0.0015528596271025524,0.017100078769420324,-16.105742421559352,-15.07298640414132,0.11110174701490312,0.03015798723539346,-17.560848159911156,0.14715577937763966,0.01723318956451397,-29.19903687602695,0.0360540326455548,0.001201086743202817,-16.982567364758008
dmnelf011,3,125,-10.18048658784113,0.006797238002600366,0.07085673483251226,0.2030091802305297,0.030805782777698416,-11.940596803975332,0.010212271611780666,0.15965482108903134,0.24883451377605334,0.05819195126747026,-24.356810647789832,0.0003463477588690015,0.09444814802879281,0.04582533304309963,0.02738616929119943,-9.660710895026272,-12.99435745316487,0.1445421255644813,0.04778580494974127,-11.170107260919242,0.2564775333829428,0.07096153014828104,-16.394265265637067,0.11193540691601739,0.022424551175069786,-9.192628347328704
dmnelf011,4,125,-14.74402775336392,0.0014334566020496244,0.042735355843181645,0.093227000989412,0.017757915117238697,-23.38589490329964,0.0006059101090416971,0.13212886022642698,-0.06061129153166946,0.009990444887233408,-13.165551154171972,0.003903282931442443,0.08090682299996305,-0.1538382940660966,-0.0077674703966630135,-21.255769495422093,-15.220402886750943,0.08377193855990998,0.029180857020186125,-30.459099234276987,0.026665967966258503,0.0008988754607300334,-22.232340644534712,-0.0571059720072953,0.005945333266234976,-28.84682414555179
dmnelf012,1,125,-7.053115014906757,0.03237451616803698,0.16425355887227383,0.44304830807996426,0.07299431968284281,-3.9260911490722945,0.047289766129751463,0.11678210015523828,0.5354673835537151,0.10193231253835716,-20.190778158192625,0.0014087189293368206,0.14719808709693766,0.09241907431842074,0.028937993264806113,-4.931349999635453,-8.917823420788846,0.35566726807878507,0.11370880436288244,-5.07213391266037,0.46608951073391536,0.23723441811328272,-18.242869174522284,0.1104222428109428,0.014765651933841288,-5.734613867084032
dmnelf012,2,125,-6.6510386252902745,0.027119597254681833,0.12542586308408007,0.40550018519947406,0.07668769896814698,-6.437765783288545,0.03860090478393524,0.1699706999011652,0.4837803019808703,0.09165645715241369,-22.053762642061784,0.0010106576258491126,0.1621736612471668,0.0782801172906827,0.014968758451409245,-6.23382837076941,-7.459446898550507,0.35978304935501454,0.15218041226244455,-7.301963589054577,0.42404231121666053,0.15691821141157478,-23.284286673375547,0.06425926272455959,0.0046723717775937765,-6.894817582341833
dmnelf012,3,125,-7.849687474421483,0.015838139824799796,0.09653235918854697,0.3098856926621183,0.05278534135830246,-14.73443904620927,0.0048546043925343455,0.14441015998946127,0.17156407825771328,0.02253159992519374,-16.956097296374615,0.003155594672924057,0.15656365227652536,-0.13832161347283736,-0.03025374070643202,-15.085370993639263,-9.8972757049404,0.24130224963143507,0.0928829032688658,-19.10895188523294,0.10106532247497585,0.012128449657013126,-16.431595190432127,-0.14023692703408594,0.022236894053794722,-19.276799601898638
dmnelf012,4,125,-12.095141277602025,0.00605771385411946,0.09813476405594096,0.1916477904351134,0.03895165896729419,-14.819970166431759,0.003632695548744,0.11021127291041191,0.1484102647917002,0.01931132638618644,-26.342825457673264,0.000308334981846962,0.13283280564528588,-0.04323752628688357,-0.019640332283942324,-15.630763439892155,-12.249857522104284,0.17880765018277656,0.05621928850482518,-17.24032507190859,0.10893798085511007,0.018528706184910024,-21.74734869264498,-0.0698696700885864,0.006643094735277276,-17.88953611578377
dmnelf013,1,125,-23.83805004039521,4.5353843314102446e-05,0.01097536821482734,-0.01658274745470599,-0.007998656461897648,-17.181083710482195,0.0006791517279615504,0.03548748165680882,-0.06417011891148593,-0.007659364236812843,-18.07686151121758,0.00037349479296358004,0.02398671100051623,-0.04758737125120732,0.00033929228164580357,-15.480038926443498,-19.336458072923254,-0.026787140810837624,0.011516581393263382,-23.03878576579063,-0.03141708411653197,0.004942759591812105,-38.3227844498128,-0.004629943139372946,0.00014711523809562814,-21.690980102456233
dmnelf013,2,125,-26.870603663556377,6.109252523216634e-05,0.029719975236770568,-0.01924613277182767,-0.0002760238455314385,-14.112238980604017,0.0015396444631161654,0.03968664099570004,-0.0966183599613999,-0.022003694704586737,-18.409346547310545,0.0009873504344299914,0.06845512634006028,-0.07737222745524426,-0.021727670724258612,-16.479855318083988,-32.14053499540747,-0.009968596850340574,0.0006104938388770098,-13.346102875461588,-0.10000902747894054,0.04423254720417064,-16.6536069963346,-0.0900404309126895,0.021152148761004953,-15.741574210196763
dmnelf013,3,125,-16.004296522652957,0.0007375598433051738,0.02939184953167023,-0.06687257873580645,-0.014080477643169855,-21.73451559924386,0.0003230645574661053,0.04816603260136214,0.04425823564163262,0.0035307285817045915,-17.214797783346313,0.002036901899633713,0.10726298817403973,0.1111308140596865,0.01761120638908132,-25.211605761755553,-16.267208604625026,-0.061413495387474246,0.023074930103221043,-26.79648939885783,0.023615312859841545,0.0020866225893881925,-19.094770195784815,0.0850288080015656,0.012167636608328234,-30.22221794155012
dmnelf013,4,125,-16.68303325628298,0.0010193157960707655,0.04749108371869761,-0.0786147099223576,-0.01402526135115247,-17.77501295818841,0.0010274609740993088,0.0615554670617566,-0.07892818328483324,-0.008058081572189143,-67.48901556149532,1.6207058286886826e-08,0.09090876338219732,-0.000313474007539059,0.0059671799162108645,-19.46840415047351,-17.90356967377228,-0.06471889785129457,0.015946368685889657,-21.602993789100214,-0.04887466336019072,0.006866073359268115,-32.95343980039299,0.015844233939635417,0.0005063328058734345,-23.169189141429595
dmnelf014,1,125,-6.31920805638898,0.025155288671698462,0.10778296119998261,0.3905387139634082,0.06365381542005037,-4.798196162097043,0.10931085013467887,0.3299764060769308,0.8141062240116298,0.16219080509617925,-9.42391739005413,0.029590097867885724,0.2591421995029618,0.42356750995999104,0.09853698986729509,-3.7487486865746322,-8.723339270832488,0.3002721268834625,0.118300520952218,-5.729056343144951,0.7111039977320156,0.21095742016780233,-9.244965183908898,0.41083187180647296,0.10633543663897096,-4.479585344804716
dmnelf014,2,125,-4.641663286741914,0.07050122471547078,0.20528772888117053,0.6538042958119982,0.1181393195727938,-8.214314139780239,0.02922773193946757,0.19374322720650922,0.42096597683665005,0.07186197322842322,-12.510074397752035,0.008941492972401793,0.1593740024002576,-0.2328383209575948,-0.04627734463857977,-7.366223637416612,-6.205097403377556,0.5448875162921771,0.19328939469536532,-9.928073302034313,0.339876651757133,0.09228713437422346,-13.221852811649148,-0.20501086623320994,0.04545794371989238,-8.830963800636374
dmnelf014,3,125,-14.496193464431666,0.008109529121638025,0.22835734453828913,0.2217416413677366,0.02327147086984233,-15.231524390443973,0.008355118985469265,0.2786795355841523,-0.22507422250940612,-0.04892279249861052,-7.919160238510451,0.03292746412025463,0.20392680218850323,-0.4468158614400186,-0.07219426212342162,-13.875216699699358,-18.65696907677601,0.13458172934639198,0.013440834330590115,-15.199250361015702,-0.21365334572629704,0.029319153294144275,-10.047951109807183,-0.3482350719167366,0.09000071131411735,-14.291207312730966
