cohort,subject,session,run,n_tr,within_dmn_difumo,within_cen_difumo,dmn_cen_difumo,mpfc_pcc,acc_pcc,acc_mpfc,within_dmn_pers,within_cen_pers,dmn_cen_pers
dmnelf,dmnelf012,ses-dmnelf,1,347,0.33606809333017,0.33492781449704256,0.07722993585336475,0.5756570949824651,0.2250836007423079,0.28531208042696904,0.4940940140348024,0.34308692183257866,-0.19894463403718193
dmnelf,dmnelf012,ses-dmnelf,2,347,0.36796752882671685,0.46559296844075304,0.2956719583574423,0.5840831368379003,0.3920710555890801,0.31911574411309984,0.3506276637131686,0.36889822142409306,0.05892307487167174
