cohort,subject,session,run,n_tr,within_dmn_difumo,within_cen_difumo,dmn_cen_difumo,mpfc_pcc,acc_pcc,acc_mpfc,within_dmn_pers,within_cen_pers,dmn_cen_pers
dmnelf,dmnelf011,ses-dmnelf,1,349,0.38423277007752576,0.37390956683159843,0.13559022885050945,0.3110728120865678,0.21010322191978537,0.6921184004990303,0.39819583702629774,0.3578000481719166,0.32903205257916
dmnelf,dmnelf011,ses-dmnelf,2,348,0.39040999957983524,0.45779100933246875,-0.2209787553195769,0.46913930798140047,0.4487836637276431,0.7083710014534481,0.2839377997751187,0.23205906116328742,-0.3746588549914862
