cohort,subject,session,run,n_tr,within_dmn_difumo,within_cen_difumo,dmn_cen_difumo,mpfc_pcc,acc_pcc,acc_mpfc,within_dmn_pers,within_cen_pers,dmn_cen_pers
dmnelf,dmnelf007,ses-dmnelf,1,348,0.40805583069522144,0.2730555020380868,0.044264662576922784,0.7066502298811389,-0.05503680404609083,0.3191475656786606,0.3591839182389212,0.2592338183584573,-0.30979942825614176
dmnelf,dmnelf007,ses-dmnelf,2,347,0.3224481202279874,0.4384907889912589,0.18750251190401687,0.4480426070351342,0.08074072287120085,0.3091992784326071,0.2268924389759766,0.13677426875934653,0.02937864405113751
