cohort,subject,session,run,n_tr,within_dmn_difumo,within_cen_difumo,dmn_cen_difumo,mpfc_pcc,acc_pcc,acc_mpfc,within_dmn_pers,within_cen_pers,dmn_cen_pers
rtbpd,rtbpd030,ses-nf1,1,250,0.43163317489688574,0.46936766624726517,0.29654656952256364,0.43514156662403813,0.7370248700479279,0.3544852869205148,0.40653764109677404,0.4061562555724898,0.33085906546522925
rtbpd,rtbpd030,ses-nf1,2,248,0.4151238451346462,0.34045317322693885,0.3257525536272575,0.19709006540038482,0.6973357101852135,-0.02776860408685828,0.2015699176939626,0.12366800589409012,-0.17996691612944507
rtbpd,rtbpd030,ses-nf1,3,250,0.6171986038299503,0.510826554441816,0.387204255749079,0.690064152844656,0.6094199894531457,0.7008569389764207,0.2039365273144879,0.2809051209729987,0.5828626165649878
rtbpd,rtbpd030,ses-nf1,4,249,0.648478553225222,0.4659442378277306,0.4863355212501907,0.6175224548099255,0.540655322376621,0.43109990749954863,0.14627293285587947,0.13362552870591532,0.74995809670945
rtbpd,rtbpd030,ses-nf2,1,249,0.4515564787546366,0.33906866757860976,0.16254943975112648,0.48503594490614516,0.6641307539794925,0.5970855395662386,0.2048671231843717,0.25237144812666484,0.4034536852885876
rtbpd,rtbpd030,ses-nf2,2,250,0.34512601073135163,0.4180361852923781,0.2639625686344089,0.3081181632466224,0.3416064279579013,0.1509339678231193,0.13083570028435312,0.1301067802292919,0.49705444800026033
rtbpd,rtbpd030,ses-nf2,3,250,0.6474590017863573,0.6621140409483895,0.6150752836674228,0.6744945090815693,0.36194344831863856,0.3093133776771215,0.2064531494382586,0.33527209025756555,0.6812015334446104
rtbpd,rtbpd030,ses-nf2,4,245,0.40451560738064596,0.43833567238634796,0.1128043584720851,0.37768526183320933,0.1372370629463099,0.2074130521124752,0.13715912556322304,0.13425559723722208,0.5468522711211823
