cohort,subject,session,run,n_tr,within_dmn_difumo,within_cen_difumo,dmn_cen_difumo,mpfc_pcc,acc_pcc,acc_mpfc,within_dmn_pers,within_cen_pers,dmn_cen_pers
dmnelf,dmnelf001,ses-dmnelf,1,348,0.3107903764585439,0.33380623252453695,0.01996402899832805,0.30390800358612924,-0.003476221445717549,0.24823343463301364,0.344889077381845,0.3454894166932352,0.2968540393139502
dmnelf,dmnelf001,ses-dmnelf,2,347,0.4871648539725787,0.48606098121327357,0.15074685221694525,0.5896849348971877,0.47729774253312446,0.4685069306373519,0.35582701548757417,0.3113339641711836,0.42473160053513503
