cohort,subject,session,run,n_tr,within_dmn_difumo,within_cen_difumo,dmn_cen_difumo,mpfc_pcc,acc_pcc,acc_mpfc
dmnelf,dmnelf002,ses-dmnelf,1,347,0.4678567535101532,0.16879577981046756,0.1738772661058165,0.44248397067811884,0.49204489814645014,0.4549572404804612
dmnelf,dmnelf002,ses-dmnelf,2,349,0.6406005077794952,0.5090337883412477,0.5194851262877128,0.6465350240787389,0.6531992159756727,0.6803868757196423
